I (3198) APP: PIN 13, HIGH
I (5543) APP: PIN 13, HIGH
I (5543) APP: PIN 13, HIGH
I (5543) APP: PIN 13, HIGH
I (5543) APP: PIN 13, HIGH
I (5543) APP: PIN 13, HIGH
I (5543) APP: PIN 13, HIGH
I (5544) APP: PIN 13, HIGH
I (5544) APP: PIN 13, HIGH
I (5545) APP: PIN 13, HIGH
I (5545) APP: PIN 13, HIGH
I (5545) APP: PIN 13, HIGH
I (5545) APP: PIN 13, HIGH
I (5546) APP: PIN 13, HIGH
I (5546) APP: PIN 13, HIGH
I (5546) APP: PIN 13, HIGH
I (5546) APP: PIN 13, HIGH
I (5546) APP: PIN 13, HIGH
I (5547) APP: PIN 13, HIGH
I (5547) APP: PIN 13, HIGH
I (5547) APP: PIN 13, HIGH
I (5548) APP: PIN 13, HIGH
I (5548) APP: PIN 13, HIGH
I (5549) APP: PIN 13, HIGH
I (5549) APP: PIN 13, HIGH
I (5549) APP: PIN 13, HIGH
I (5550) APP: PIN 13, HIGH
I (5550) APP: PIN 13, HIGH
I (5550) APP: PIN 13, HIGH
I (5550) APP: PIN 13, HIGH
I (5551) APP: PIN 13, HIGH
I (5551) APP: PIN 13, HIGH
I (5552) APP: PIN 13, HIGH
I (5552) APP: PIN 13, HIGH
I (5553) APP: PIN 13, HIGH
I (5553) APP: PIN 13, HIGH
I (5553) APP: PIN 13, HIGH
I (5554) APP: PIN 13, HIGH
I (5554) APP: PIN 13, HIGH
I (5554) APP: PIN 13, HIGH
I (5555) APP: PIN 13, HIGH
I (5555) APP: PIN 13, HIGH
I (5555) APP: PIN 13, HIGH
I (5556) APP: PIN 13, HIGH
I (5556) APP: PIN 13, HIGH
I (5556) APP: PIN 13, HIGH
I (5556) APP: PIN 13, HIGH
I (5556) APP: PIN 13, HIGH
I (5557) APP: PIN 13, HIGH
I (5557) APP: PIN 13, HIGH
I (5557) APP: PIN 13, HIGH
I (5557) APP: PIN 13, HIGH
I (5557) APP: PIN 13, HIGH
I (5558) APP: PIN 13, HIGH
I (5558) APP: PIN 13, HIGH
I (5558) APP: PIN 13, HIGH
I (5558) APP: PIN 13, HIGH
I (5558) APP: PIN 13, HIGH
I (5559) APP: PIN 13, HIGH
I (5559) APP: PIN 13, HIGH
I (5559) APP: PIN 13, HIGH
I (5559) APP: PIN 13, HIGH
I (5560) APP: PIN 13, HIGH
I (5560) APP: PIN 13, HIGH
I (5560) APP: PIN 13, HIGH
I (5561) APP: PIN 13, HIGH
I (5561) APP: PIN 13, HIGH
I (5561) APP: PIN 13, HIGH
I (5561) APP: PIN 13, HIGH
I (5562) APP: PIN 13, HIGH
I (5562) APP: PIN 13, HIGH
I (5562) APP: PIN 13, HIGH
I (5562) APP: PIN 13, HIGH
I (5562) APP: PIN 13, HIGH
I (5563) APP: PIN 13, HIGH
I (5563) APP: PIN 13, HIGH
I (5564) APP: PIN 13, HIGH
I (5564) APP: PIN 13, HIGH
I (5564) APP: PIN 13, HIGH
I (5565) APP: PIN 13, HIGH
I (5565) APP: PIN 13, HIGH
I (5565) APP: PIN 13, HIGH
I (5565) APP: PIN 13, HIGH
I (5565) APP: PIN 13, HIGH
I (5566) APP: PIN 13, HIGH
I (5566) APP: PIN 13, HIGH
I (5567) APP: PIN 13, HIGH
I (5567) APP: PIN 13, HIGH
I (5567) APP: PIN 13, HIGH
I (5567) APP: PIN 13, HIGH
I (5568) APP: PIN 13, HIGH
I (5568) APP: PIN 13, HIGH
I (5568) APP: PIN 13, HIGH
I (5569) APP: PIN 13, HIGH
I (5569) APP: PIN 13, HIGH
I (5569) APP: PIN 13, HIGH
I (5570) APP: PIN 13, HIGH
I (5570) APP: PIN 13, HIGH
I (5571) APP: PIN 13, HIGH
I (5571) APP: PIN 13, HIGH
I (5571) APP: PIN 13, HIGH
I (5572) APP: PIN 13, HIGH
I (5572) APP: PIN 13, HIGH
I (5572) APP: PIN 13, HIGH
I (5572) APP: PIN 13, HIGH
I (5573) APP: PIN 13, HIGH
I (5573) APP: PIN 13, HIGH
I (5573) APP: PIN 13, HIGH
I (5573) APP: PIN 13, HIGH
I (5574) APP: PIN 13, HIGH
I (5574) APP: PIN 13, HIGH
I (5574) APP: PIN 13, HIGH
I (5574) APP: PIN 13, HIGH
I (5575) APP: PIN 13, HIGH
I (5575) APP: PIN 13, HIGH
I (5575) APP: PIN 13, HIGH
I (5575) APP: PIN 13, HIGH
I (5575) APP: PIN 13, HIGH
I (5576) APP: PIN 13, HIGH
I (5576) APP: PIN 13, HIGH
I (5576) APP: PIN 13, HIGH
I (5576) APP: PIN 13, HIGH
I (5576) APP: PIN 13, HIGH
I (5577) APP: PIN 13, HIGH
I (5577) APP: PIN 13, HIGH
I (5577) APP: PIN 13, HIGH
I (5577) APP: PIN 13, HIGH
I (5578) APP: PIN 13, HIGH
I (5578) APP: PIN 13, HIGH
I (5578) APP: PIN 13, HIGH
I (5578) APP: PIN 13, HIGH
I (5578) APP: PIN 13, HIGH
I (5579) APP: PIN 13, HIGH
I (5579) APP: PIN 13, HIGH
I (5579) APP: PIN 13, HIGH
I (5579) APP: PIN 13, HIGH
I (5580) APP: PIN 13, HIGH
I (5580) APP: PIN 13, HIGH
I (5580) APP: PIN 13, HIGH
I (5580) APP: PIN 13, HIGH
I (5581) APP: PIN 13, HIGH
I (5581) APP: PIN 13, HIGH
I (5581) APP: PIN 13, HIGH
I (5582) APP: PIN 13, HIGH
I (5582) APP: PIN 13, HIGH
I (5582) APP: PIN 13, HIGH
I (5582) APP: PIN 13, HIGH
I (5583) APP: PIN 13, HIGH
I (5583) APP: PIN 13, HIGH
I (5583) APP: PIN 13, HIGH
I (5583) APP: PIN 13, HIGH
I (5584) APP: PIN 13, HIGH
I (5584) APP: PIN 13, HIGH
I (5584) APP: PIN 13, HIGH
I (5584) APP: PIN 13, HIGH
I (5584) APP: PIN 13, HIGH
I (5585) APP: PIN 13, HIGH
I (5585) APP: PIN 13, HIGH
I (5585) APP: PIN 13, HIGH
I (5585) APP: PIN 13, HIGH
I (5586) APP: PIN 13, HIGH
I (5586) APP: PIN 13, HIGH
I (5587) APP: PIN 13, HIGH
I (5587) APP: PIN 13, HIGH
I (5587) APP: PIN 13, HIGH
I (5588) APP: PIN 13, HIGH
I (5588) APP: PIN 13, HIGH
I (5588) APP: PIN 13, HIGH
I (5589) APP: PIN 13, HIGH
I (5589) APP: PIN 13, HIGH
I (5589) APP: PIN 13, HIGH
I (5589) APP: PIN 13, HIGH
I (5589) APP: PIN 13, HIGH
I (5590) APP: PIN 13, HIGH
I (5591) APP: PIN 13, HIGH
I (5591) APP: PIN 13, HIGH
I (5591) APP: PIN 13, HIGH
I (5593) APP: PIN 13, HIGH
I (5593) APP: PIN 13, HIGH
I (5593) APP: PIN 13, HIGH
I (5594) APP: PIN 13, HIGH
I (5594) APP: PIN 13, HIGH
I (5595) APP: PIN 13, HIGH
I (5595) APP: PIN 13, HIGH
I (5595) APP: PIN 13, HIGH
I (5596) APP: PIN 13, HIGH
I (5596) APP: PIN 13, HIGH
I (5596) APP: PIN 13, HIGH
I (5597) APP: PIN 13, HIGH
I (5597) APP: PIN 13, HIGH
I (5597) APP: PIN 13, HIGH
I (5598) APP: PIN 13, HIGH
I (5598) APP: PIN 13, HIGH
I (5599) APP: PIN 13, HIGH
I (5599) APP: PIN 13, HIGH
I (5600) APP: PIN 13, HIGH
I (5600) APP: PIN 13, HIGH
I (5600) APP: PIN 13, HIGH
I (5601) APP: PIN 13, HIGH
I (5601) APP: PIN 13, HIGH
I (5602) APP: PIN 13, HIGH
I (5602) APP: PIN 13, HIGH
I (5602) APP: PIN 13, HIGH
I (5602) APP: PIN 13, HIGH
I (5602) APP: PIN 13, HIGH
I (5603) APP: PIN 13, HIGH
I (5603) APP: PIN 13, HIGH
I (5604) APP: PIN 13, HIGH
I (5604) APP: PIN 13, HIGH
I (5604) APP: PIN 13, HIGH
I (5605) APP: PIN 13, HIGH
I (5605) APP: PIN 13, HIGH
I (5606) APP: PIN 13, HIGH
I (5606) APP: PIN 13, HIGH
I (5606) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5607) APP: PIN 13, HIGH
I (5611) APP: PIN 13, HIGH
I (5611) APP: PIN 13, HIGH
I (5611) APP: PIN 13, HIGH
I (5612) APP: PIN 13, HIGH
I (5612) APP: PIN 13, HIGH
I (5613) APP: PIN 13, HIGH
I (5613) APP: PIN 13, HIGH
I (5613) APP: PIN 13, HIGH
I (5614) APP: PIN 13, HIGH
I (5614) APP: PIN 13, HIGH
I (5615) APP: PIN 13, HIGH
I (5615) APP: PIN 13, HIGH
I (5615) APP: PIN 13, HIGH
I (5615) APP: PIN 13, HIGH
I (5615) APP: PIN 13, HIGH
I (5615) APP: PIN 13, HIGH
I (5615) APP: PIN 13, HIGH
I (5617) APP: PIN 13, HIGH
I (5617) APP: PIN 13, HIGH
I (5617) APP: PIN 13, HIGH
I (5617) APP: PIN 13, HIGH
I (5618) APP: PIN 13, HIGH
I (5618) APP: PIN 13, HIGH
I (5619) APP: PIN 13, HIGH
I (5619) APP: PIN 13, HIGH
I (5619) APP: PIN 13, HIGH
I (5619) APP: PIN 13, HIGH
I (5619) APP: PIN 13, HIGH
I (5620) APP: PIN 13, HIGH
I (5620) APP: PIN 13, HIGH
I (5620) APP: PIN 13, HIGH
I (5621) APP: PIN 13, HIGH
I (5621) APP: PIN 13, HIGH
I (5621) APP: PIN 13, HIGH
I (5622) APP: PIN 13, HIGH
I (5622) APP: PIN 13, HIGH
I (5622) APP: PIN 13, HIGH
I (5622) APP: PIN 13, HIGH
I (5622) APP: PIN 13, HIGH
I (5622) APP: PIN 13, HIGH
I (5623) APP: PIN 13, HIGH
I (5624) APP: PIN 13, HIGH
I (5625) APP: PIN 13, HIGH
I (5625) APP: PIN 13, HIGH
I (5625) APP: PIN 13, HIGH
I (5625) APP: PIN 13, HIGH
I (5625) APP: PIN 13, HIGH
I (5625) APP: PIN 13, HIGH
I (5625) APP: PIN 13, HIGH
I (5625) APP: PIN 13, HIGH
I (5628) APP: PIN 13, HIGH
I (5628) APP: PIN 13, HIGH
I (5629) APP: PIN 13, HIGH
I (5629) APP: PIN 13, HIGH
I (5630) APP: PIN 13, HIGH
I (5630) APP: PIN 13, HIGH
I (5631) APP: PIN 13, HIGH
I (5631) APP: PIN 13, HIGH
I (5632) APP: PIN 13, HIGH
I (5632) APP: PIN 13, HIGH
I (5633) APP: PIN 13, HIGH
I (5633) APP: PIN 13, HIGH
I (5633) APP: PIN 13, HIGH
I (5634) APP: PIN 13, HIGH
I (5634) APP: PIN 13, HIGH
I (5635) APP: PIN 13, HIGH
I (5635) APP: PIN 13, HIGH
I (5636) APP: PIN 13, HIGH
I (5636) APP: PIN 13, HIGH
I (5636) APP: PIN 13, HIGH
I (5636) APP: PIN 13, HIGH
I (5636) APP: PIN 13, HIGH
I (5637) APP: PIN 13, HIGH
I (5637) APP: PIN 13, HIGH
I (5637) APP: PIN 13, HIGH
I (5637) APP: PIN 13, HIGH
I (5638) APP: PIN 13, HIGH
I (5638) APP: PIN 13, HIGH
I (5638) APP: PIN 13, HIGH
I (5638) APP: PIN 13, HIGH
I (5638) APP: PIN 13, HIGH
I (5639) APP: PIN 13, HIGH
I (5639) APP: PIN 13, HIGH
I (5639) APP: PIN 13, HIGH
I (5639) APP: PIN 13, HIGH
I (5639) APP: PIN 13, HIGH
I (5640) APP: PIN 13, HIGH
I (5640) APP: PIN 13, HIGH
I (5640) APP: PIN 13, HIGH
I (5640) APP: PIN 13, HIGH
I (5641) APP: PIN 13, HIGH
I (5641) APP: PIN 13, HIGH
I (5641) APP: PIN 13, HIGH
I (5642) APP: PIN 13, HIGH
I (5642) APP: PIN 13, HIGH
I (5642) APP: PIN 13, HIGH
I (5642) APP: PIN 13, HIGH
I (5643) APP: PIN 13, HIGH
I (5643) APP: PIN 13, HIGH
I (5643) APP: PIN 13, HIGH
I (5643) APP: PIN 13, HIGH
I (5643) APP: PIN 13, HIGH
I (5644) APP: PIN 13, HIGH
I (5644) APP: PIN 13, HIGH
I (5644) APP: PIN 13, HIGH
I (5645) APP: PIN 13, HIGH
I (5645) APP: PIN 13, HIGH
I (5645) APP: PIN 13, HIGH
I (5646) APP: PIN 13, HIGH
I (5646) APP: PIN 13, HIGH
I (5647) APP: PIN 13, HIGH
I (5647) APP: PIN 13, HIGH
I (5648) APP: PIN 13, HIGH
I (5648) APP: PIN 13, HIGH
I (5648) APP: PIN 13, HIGH
I (5648) APP: PIN 13, HIGH
I (5648) APP: PIN 13, HIGH
I (5649) APP: PIN 13, HIGH
I (5649) APP: PIN 13, HIGH
I (5649) APP: PIN 13, HIGH
I (5649) APP: PIN 13, HIGH
I (5650) APP: PIN 13, HIGH
I (5650) APP: PIN 13, HIGH
I (5650) APP: PIN 13, HIGH
I (5650) APP: PIN 13, HIGH
I (5650) APP: PIN 13, HIGH
I (5651) APP: PIN 13, HIGH
I (5651) APP: PIN 13, HIGH
I (5651) APP: PIN 13, HIGH
I (5651) APP: PIN 13, HIGH
I (5651) APP: PIN 13, HIGH
I (5652) APP: PIN 13, HIGH
I (5652) APP: PIN 13, HIGH
I (5652) APP: PIN 13, HIGH
I (5652) APP: PIN 13, HIGH
I (5652) APP: PIN 13, HIGH
I (5653) APP: PIN 13, HIGH
I (5653) APP: PIN 13, HIGH
I (5653) APP: PIN 13, HIGH
I (5653) APP: PIN 13, HIGH
I (5653) APP: PIN 13, HIGH
I (5654) APP: PIN 13, HIGH
I (5654) APP: PIN 13, HIGH
I (5654) APP: PIN 13, HIGH
I (5655) APP: PIN 13, HIGH
I (5655) APP: PIN 13, HIGH
I (5656) APP: PIN 13, HIGH
I (5656) APP: PIN 13, HIGH
I (5657) APP: PIN 13, HIGH
I (5657) APP: PIN 13, HIGH
I (5657) APP: PIN 13, HIGH
I (5657) APP: PIN 13, HIGH
I (5657) APP: PIN 13, HIGH
I (5657) APP: PIN 13, HIGH
I (5658) APP: PIN 13, HIGH
I (5658) APP: PIN 13, HIGH
I (5658) APP: PIN 13, HIGH
I (5658) APP: PIN 13, HIGH
I (5658) APP: PIN 13, HIGH
I (5659) APP: PIN 13, HIGH
I (5659) APP: PIN 13, HIGH
I (5659) APP: PIN 13, HIGH
I (5659) APP: PIN 13, HIGH
I (5659) APP: PIN 13, HIGH
I (5660) APP: PIN 13, HIGH
I (5660) APP: PIN 13, HIGH
I (5660) APP: PIN 13, HIGH
I (5660) APP: PIN 13, HIGH
I (5660) APP: PIN 13, HIGH
I (5661) APP: PIN 13, HIGH
I (5661) APP: PIN 13, HIGH
I (5661) APP: PIN 13, HIGH
I (5661) APP: PIN 13, HIGH
I (5662) APP: PIN 13, HIGH
I (5662) APP: PIN 13, HIGH
I (5662) APP: PIN 13, HIGH
I (5662) APP: PIN 13, HIGH
I (5663) APP: PIN 13, HIGH
I (5663) APP: PIN 13, HIGH
I (5663) APP: PIN 13, HIGH
I (5663) APP: PIN 13, HIGH
I (5664) APP: PIN 13, HIGH
I (5664) APP: PIN 13, HIGH
I (5664) APP: PIN 13, HIGH
I (5664) APP: PIN 13, HIGH
I (5664) APP: PIN 13, HIGH
I (5665) APP: PIN 13, HIGH
I (5665) APP: PIN 13, HIGH
I (5665) APP: PIN 13, HIGH
I (5665) APP: PIN 13, HIGH
I (5666) APP: PIN 13, HIGH
I (5666) APP: PIN 13, HIGH
I (5666) APP: PIN 13, HIGH
I (5666) APP: PIN 13, HIGH
I (5666) APP: PIN 13, HIGH
I (5667) APP: PIN 13, HIGH
I (5667) APP: PIN 13, HIGH
I (5667) APP: PIN 13, HIGH
I (5668) APP: PIN 13, HIGH
I (5668) APP: PIN 13, HIGH
I (5668) APP: PIN 13, HIGH
I (5669) APP: PIN 13, HIGH
I (5669) APP: PIN 13, HIGH
I (5669) APP: PIN 13, HIGH
I (5670) APP: PIN 13, HIGH
I (5670) APP: PIN 13, HIGH
I (5670) APP: PIN 13, HIGH
I (5671) APP: PIN 13, HIGH
I (5671) APP: PIN 13, HIGH
I (5671) APP: PIN 13, HIGH
I (5672) APP: PIN 13, HIGH
I (5672) APP: PIN 13, HIGH
I (5672) APP: PIN 13, HIGH
I (5672) APP: PIN 13, HIGH
I (5673) APP: PIN 13, HIGH
I (5673) APP: PIN 13, HIGH
I (5673) APP: PIN 13, HIGH
I (5673) APP: PIN 13, HIGH
I (5673) APP: PIN 13, HIGH
I (5674) APP: PIN 13, HIGH
I (5674) APP: PIN 13, HIGH
I (5674) APP: PIN 13, HIGH
I (5674) APP: PIN 13, HIGH
I (5674) APP: PIN 13, HIGH
I (5675) APP: PIN 13, HIGH
I (5675) APP: PIN 13, HIGH
I (5675) APP: PIN 13, HIGH
I (5675) APP: PIN 13, HIGH
I (5675) APP: PIN 13, HIGH
I (5675) APP: PIN 13, HIGH
I (5676) APP: PIN 13, HIGH
I (5676) APP: PIN 13, HIGH
I (5676) APP: PIN 13, HIGH
I (5676) APP: PIN 13, HIGH
I (5676) APP: PIN 13, HIGH
I (5677) APP: PIN 13, HIGH
I (5677) APP: PIN 13, HIGH
I (5678) APP: PIN 13, HIGH
I (5678) APP: PIN 13, HIGH
I (5678) APP: PIN 13, HIGH
I (5678) APP: PIN 13, HIGH
I (5678) APP: PIN 13, HIGH
I (5679) APP: PIN 13, HIGH
I (5679) APP: PIN 13, HIGH
I (5679) APP: PIN 13, HIGH
I (5680) APP: PIN 13, HIGH
I (5680) APP: PIN 13, HIGH
I (5680) APP: PIN 13, HIGH
I (5680) APP: PIN 13, HIGH
I (5680) APP: PIN 13, HIGH
I (5680) APP: PIN 13, HIGH
I (5681) APP: PIN 13, HIGH
I (5681) APP: PIN 13, HIGH
I (5681) APP: PIN 13, HIGH
I (5681) APP: PIN 13, HIGH
I (5682) APP: PIN 13, HIGH
I (5682) APP: PIN 13, HIGH
I (5682) APP: PIN 13, HIGH
I (5682) APP: PIN 13, HIGH
I (5682) APP: PIN 13, HIGH
I (5682) APP: PIN 13, HIGH
I (5683) APP: PIN 13, HIGH
I (5683) APP: PIN 13, HIGH
I (5683) APP: PIN 13, HIGH
I (5684) APP: PIN 13, HIGH
I (5684) APP: PIN 13, HIGH
I (5684) APP: PIN 13, HIGH
I (5684) APP: PIN 13, HIGH
I (5684) APP: PIN 13, HIGH
I (5684) APP: PIN 13, HIGH
I (5685) APP: PIN 13, HIGH
I (5685) APP: PIN 13, HIGH
I (5685) APP: PIN 13, HIGH
I (5685) APP: PIN 13, HIGH
I (5685) APP: PIN 13, HIGH
I (5686) APP: PIN 13, HIGH
I (5686) APP: PIN 13, HIGH
I (5686) APP: PIN 13, HIGH
I (5686) APP: PIN 13, HIGH
I (5687) APP: PIN 13, HIGH
I (5687) APP: PIN 13, HIGH
I (5687) APP: PIN 13, HIGH
I (5687) APP: PIN 13, HIGH
I (5688) APP: PIN 13, HIGH
I (5688) APP: PIN 13, HIGH
I (5688) APP: PIN 13, HIGH
I (5688) APP: PIN 13, HIGH
I (5688) APP: PIN 13, HIGH
I (5689) APP: PIN 13, HIGH
I (5689) APP: PIN 13, HIGH
I (5689) APP: PIN 13, HIGH
I (5689) APP: PIN 13, HIGH
I (5690) APP: PIN 13, HIGH
I (5690) APP: PIN 13, HIGH
I (5690) APP: PIN 13, HIGH
I (5690) APP: PIN 13, HIGH
I (5691) APP: PIN 13, HIGH
I (5691) APP: PIN 13, HIGH
I (5691) APP: PIN 13, HIGH
I (5691) APP: PIN 13, HIGH
I (5692) APP: PIN 13, HIGH
I (5692) APP: PIN 13, HIGH
I (5692) APP: PIN 13, HIGH
I (5692) APP: PIN 13, HIGH
I (5692) APP: PIN 13, HIGH
I (5693) APP: PIN 13, HIGH
I (5693) APP: PIN 13, HIGH
I (5693) APP: PIN 13, HIGH
I (5693) APP: PIN 13, HIGH
I (5694) APP: PIN 13, HIGH
I (5694) APP: PIN 13, HIGH
I (5694) APP: PIN 13, HIGH
I (5694) APP: PIN 13, HIGH
I (5694) APP: PIN 13, HIGH
I (5695) APP: PIN 13, HIGH
I (5695) APP: PIN 13, HIGH
I (5695) APP: PIN 13, HIGH
I (5695) APP: PIN 13, HIGH
I (5695) APP: PIN 13, HIGH
I (5696) APP: PIN 13, HIGH
I (5696) APP: PIN 13, HIGH
I (5696) APP: PIN 13, HIGH
I (5696) APP: PIN 13, HIGH
I (5696) APP: PIN 13, HIGH
I (5696) APP: PIN 13, HIGH
I (5697) APP: PIN 13, HIGH
I (5697) APP: PIN 13, HIGH
I (5697) APP: PIN 13, HIGH
I (5697) APP: PIN 13, HIGH
I (5697) APP: PIN 13, HIGH
I (5698) APP: PIN 13, HIGH
I (5698) APP: PIN 13, HIGH
I (5698) APP: PIN 13, HIGH
I (5698) APP: PIN 13, HIGH
I (5698) APP: PIN 13, HIGH
I (5699) APP: PIN 13, HIGH
I (5699) APP: PIN 13, HIGH
I (5699) APP: PIN 13, HIGH
I (5699) APP: PIN 13, HIGH
I (5699) APP: PIN 13, HIGH
I (5700) APP: PIN 13, HIGH
I (5700) APP: PIN 13, HIGH
I (5700) APP: PIN 13, HIGH
I (5700) APP: PIN 13, HIGH
I (5700) APP: PIN 13, HIGH
I (5701) APP: PIN 13, HIGH
I (5701) APP: PIN 13, HIGH
I (5701) APP: PIN 13, HIGH
I (5701) APP: PIN 13, HIGH
I (5702) APP: PIN 13, HIGH
I (5702) APP: PIN 13, HIGH
I (5702) APP: PIN 13, HIGH
I (5703) APP: PIN 13, HIGH
I (5703) APP: PIN 13, HIGH
I (5703) APP: PIN 13, HIGH
I (5703) APP: PIN 13, HIGH
I (5704) APP: PIN 13, HIGH
I (5704) APP: PIN 13, HIGH
I (5704) APP: PIN 13, HIGH
I (5705) APP: PIN 13, HIGH
I (5705) APP: PIN 13, HIGH
I (5705) APP: PIN 13, HIGH
I (5705) APP: PIN 13, HIGH
I (5706) APP: PIN 13, HIGH
I (5706) APP: PIN 13, HIGH
I (5706) APP: PIN 13, HIGH
I (5706) APP: PIN 13, HIGH
I (5707) APP: PIN 13, HIGH
I (5707) APP: PIN 13, HIGH
I (5707) APP: PIN 13, HIGH
I (5708) APP: PIN 13, HIGH
I (5708) APP: PIN 13, HIGH
I (5708) APP: PIN 13, HIGH
I (5708) APP: PIN 13, HIGH
I (5708) APP: PIN 13, HIGH
I (5708) APP: PIN 13, HIGH
I (5709) APP: PIN 13, HIGH
I (5709) APP: PIN 13, HIGH
I (5709) APP: PIN 13, HIGH
I (5709) APP: PIN 13, HIGH
I (5710) APP: PIN 13, HIGH
I (5710) APP: PIN 13, HIGH
I (5710) APP: PIN 13, HIGH
I (5710) APP: PIN 13, HIGH
I (5711) APP: PIN 13, HIGH
I (5711) APP: PIN 13, HIGH
I (5711) APP: PIN 13, HIGH
I (5711) APP: PIN 13, HIGH
I (5711) APP: PIN 13, HIGH
I (5712) APP: PIN 13, HIGH
I (5712) APP: PIN 13, HIGH
I (5713) APP: PIN 13, HIGH
I (5713) APP: PIN 13, HIGH
I (5713) APP: PIN 13, HIGH
I (5713) APP: PIN 13, HIGH
I (5713) APP: PIN 13, HIGH
I (5714) APP: PIN 13, HIGH
I (5714) APP: PIN 13, HIGH
I (5714) APP: PIN 13, HIGH
I (5715) APP: PIN 13, HIGH
I (5715) APP: PIN 13, HIGH
I (5715) APP: PIN 13, HIGH
I (5716) APP: PIN 13, HIGH
I (5716) APP: PIN 13, HIGH
I (5716) APP: PIN 13, HIGH
I (5716) APP: PIN 13, HIGH
I (5716) APP: PIN 13, HIGH
I (5717) APP: PIN 13, HIGH
I (5717) APP: PIN 13, HIGH
I (5717) APP: PIN 13, HIGH
I (5717) APP: PIN 13, HIGH
I (5717) APP: PIN 13, HIGH
I (5718) APP: PIN 13, HIGH
I (5718) APP: PIN 13, HIGH
I (5718) APP: PIN 13, HIGH
I (5718) APP: PIN 13, HIGH
I (5719) APP: PIN 13, HIGH
I (5719) APP: PIN 13, HIGH
I (5719) APP: PIN 13, HIGH
I (5719) APP: PIN 13, HIGH
I (5719) APP: PIN 13, HIGH
I (5720) APP: PIN 13, HIGH
I (5720) APP: PIN 13, HIGH
I (5720) APP: PIN 13, HIGH
I (5720) APP: PIN 13, HIGH
I (5720) APP: PIN 13, HIGH
I (5721) APP: PIN 13, HIGH
I (5721) APP: PIN 13, HIGH
I (5721) APP: PIN 13, HIGH
I (5721) APP: PIN 13, HIGH
I (5721) APP: PIN 13, HIGH
I (5722) APP: PIN 13, HIGH
I (5722) APP: PIN 13, HIGH
I (5722) APP: PIN 13, HIGH
I (5722) APP: PIN 13, HIGH
I (5723) APP: PIN 13, HIGH
I (5723) APP: PIN 13, HIGH
I (5723) APP: PIN 13, HIGH
I (5723) APP: PIN 13, HIGH
I (5723) APP: PIN 13, HIGH
I (5724) APP: PIN 13, HIGH
I (5724) APP: PIN 13, HIGH
I (5724) APP: PIN 13, HIGH
I (5724) APP: PIN 13, HIGH
I (5724) APP: PIN 13, HIGH
I (5725) APP: PIN 13, HIGH
I (5725) APP: PIN 13, HIGH
I (5725) APP: PIN 13, HIGH
I (5726) APP: PIN 13, HIGH
I (5726) APP: PIN 13, HIGH
I (5726) APP: PIN 13, HIGH
I (5726) APP: PIN 13, HIGH
I (5726) APP: PIN 13, HIGH
I (5727) APP: PIN 13, HIGH
I (5727) APP: PIN 13, HIGH
I (5728) APP: PIN 13, HIGH
I (5728) APP: PIN 13, HIGH
I (5729) APP: PIN 13, HIGH
I (5729) APP: PIN 13, HIGH
I (5729) APP: PIN 13, HIGH
I (5730) APP: PIN 13, HIGH
I (5730) APP: PIN 13, HIGH
I (5730) APP: PIN 13, HIGH
I (5731) APP: PIN 13, HIGH
I (5731) APP: PIN 13, HIGH
I (5731) APP: PIN 13, HIGH
I (5731) APP: PIN 13, HIGH
I (5732) APP: PIN 13, HIGH
I (5732) APP: PIN 13, HIGH
I (5733) APP: PIN 13, HIGH
I (5733) APP: PIN 13, HIGH
I (5733) APP: PIN 13, HIGH
I (5733) APP: PIN 13, HIGH
I (5733) APP: PIN 13, HIGH
I (5734) APP: PIN 13, HIGH
I (5734) APP: PIN 13, HIGH
I (5734) APP: PIN 13, HIGH
I (5735) APP: PIN 13, HIGH
I (5735) APP: PIN 13, HIGH
I (5735) APP: PIN 13, HIGH
I (5735) APP: PIN 13, HIGH
I (5735) APP: PIN 13, HIGH
I (5736) APP: PIN 13, HIGH
I (5736) APP: PIN 13, HIGH
I (5737) APP: PIN 13, HIGH
I (5737) APP: PIN 13, HIGH
I (5737) APP: PIN 13, HIGH
I (5737) APP: PIN 13, HIGH
I (5737) APP: PIN 13, HIGH
I (5738) APP: PIN 13, HIGH
I (5738) APP: PIN 13, HIGH
I (5738) APP: PIN 13, HIGH
I (5738) APP: PIN 13, HIGH
I (5738) APP: PIN 13, HIGH
I (5739) APP: PIN 13, HIGH
I (5739) APP: PIN 13, HIGH
I (5739) APP: PIN 13, HIGH
I (5739) APP: PIN 13, HIGH
I (5739) APP: PIN 13, HIGH
I (5740) APP: PIN 13, HIGH
I (5740) APP: PIN 13, HIGH
I (5740) APP: PIN 13, HIGH
I (5740) APP: PIN 13, HIGH
I (5741) APP: PIN 13, HIGH
I (5741) APP: PIN 13, HIGH
I (5741) APP: PIN 13, HIGH
I (5742) APP: PIN 13, HIGH
I (5742) APP: PIN 13, HIGH
